Groep;Biotaxon.naam;Biotaxon.naam_bron;KRWwatertype.code;Categorie;
;Hydrocotyle vulgaris;Hydrocotyle vulgaris;R4;5;
;Hydrocotyle vulgaris;Hydrocotyle vulgaris;R4a;5;
;Hydrocotyle vulgaris;Hydrocotyle vulgaris;R4b;5;
;Hypericum elodes;Hypericum elodes;M12;1;
;Hypericum elodes;Hypericum elodes;M17;1;
;Hypericum elodes;Hypericum elodes;M22;1;
;Hypericum elodes;Hypericum elodes;R11;2;
;Hypericum elodes;Hypericum elodes;R4;3;
;Hypericum elodes;Hypericum elodes;R4a;3;
;Hypericum elodes;Hypericum elodes;R4b;3;
;Impatiens noli-tangere;Impatiens noli-tangere;R1;2;
;Impatiens noli-tangere;Impatiens noli-tangere;R2;2;
;Impatiens noli-tangere;Impatiens noli-tangere;R3;2;
;Iris pseudacorus;Iris pseudacorus;M6a;2;
;Iris pseudacorus;Iris pseudacorus;M6b;2;
;Iris pseudacorus;Iris pseudacorus;M7a;2;
;Iris pseudacorus;Iris pseudacorus;M7b;2;
;Iris pseudacorus;Iris pseudacorus;R12;5;
;Iris pseudacorus;Iris pseudacorus;R14;4;
;Iris pseudacorus;Iris pseudacorus;R15;4;
;Iris pseudacorus;Iris pseudacorus;R17;4;
;Iris pseudacorus;Iris pseudacorus;R18;5;
;Iris pseudacorus;Iris pseudacorus;R19;3;
;Iris pseudacorus;Iris pseudacorus;R3;4;
;Iris pseudacorus;Iris pseudacorus;R4;4;
;Iris pseudacorus;Iris pseudacorus;R4a;4;
;Iris pseudacorus;Iris pseudacorus;R4b;4;
;Iris pseudacorus;Iris pseudacorus;R5;4;
;Iris pseudacorus;Iris pseudacorus;R6;3;
;Iris pseudacorus;Iris pseudacorus;R8;3;
;Isoetes echinospora;Isoetes echinospora;M12;1;
;Isoetes echinospora;Isoetes echinospora;M17;1;
;Isoetes lacustris;Isoetes lacustris;M12;1;
;Isoetes lacustris;Isoetes lacustris;M17;1;
;Isolepis setacea;Isolepis setacea;R1;2;
;Isolepis setacea;Isolepis setacea;R2;2;
;Isolepis setacea;Isolepis setacea;R3;2;
;Juncus acutiflorus;Juncus acutiflorus;R1;2;
;Juncus acutiflorus;Juncus acutiflorus;R19;1;
;Juncus acutiflorus;Juncus acutiflorus;R2;2;
;Juncus acutiflorus;Juncus acutiflorus;R20;1;
;Juncus acutiflorus;Juncus acutiflorus;R3;2;
;Juncus articulatus;Juncus articulatus;M10;3;
;Juncus articulatus;Juncus articulatus;M1a;3;
;Juncus articulatus;Juncus articulatus;M1b;3;
;Juncus articulatus;Juncus articulatus;M2;4;
;Juncus articulatus;Juncus articulatus;M4;4;
;Juncus articulatus;Juncus articulatus;M6a;3;
;Juncus articulatus;Juncus articulatus;M6b;3;
;Juncus articulatus;Juncus articulatus;M7a;3;
;Juncus articulatus;Juncus articulatus;M7b;3;
;Juncus articulatus;Juncus articulatus;M8;3;
;Juncus articulatus;Juncus articulatus;M9;4;
;Juncus articulatus;Juncus articulatus;R1;4;
;Juncus articulatus;Juncus articulatus;R19;3;
;Juncus articulatus;Juncus articulatus;R2;4;
;Juncus articulatus;Juncus articulatus;R3;4;
;Juncus bufonius;Juncus bufonius;R1;4;
;Juncus bufonius;Juncus bufonius;R2;4;
;Juncus bufonius;Juncus bufonius;R3;4;
;Juncus bulbosus;Juncus bulbosus;M12;5;
;Juncus bulbosus;Juncus bulbosus;M13;1;
;Juncus bulbosus;Juncus bulbosus;M17;5;
;Juncus bulbosus;Juncus bulbosus;M18;1;
;Juncus bulbosus;Juncus bulbosus;M2;4;
;Juncus bulbosus;Juncus bulbosus;M22;5;
;Juncus bulbosus;Juncus bulbosus;M23;3;
;Juncus bulbosus;Juncus bulbosus;M26;5;
;Juncus bulbosus;Juncus bulbosus;M9;5;
;Juncus bulbosus;Juncus bulbosus;R1;5;
;Juncus bulbosus;Juncus bulbosus;R11;5;
;Juncus bulbosus;Juncus bulbosus;R2;5;
;Juncus bulbosus;Juncus bulbosus;R3;4;
;Juncus bulbosus;Juncus bulbosus;R4;5;
;Juncus bulbosus;Juncus bulbosus;R4a;5;
;Juncus bulbosus;Juncus bulbosus;R4b;5;
;Juncus capitatus;Juncus capitatus;M2;1;
;Juncus effusus;Juncus effusus;M10;4;
;Juncus effusus;Juncus effusus;M1a;4;
;Juncus effusus;Juncus effusus;M2;5;
;Juncus effusus;Juncus effusus;M4;5;
;Juncus effusus;Juncus effusus;M6a;4;
;Juncus effusus;Juncus effusus;M6b;4;
;Juncus effusus;Juncus effusus;M7a;4;
;Juncus effusus;Juncus effusus;M7b;4;
;Juncus effusus;Juncus effusus;M9;5;
;Juncus effusus;Juncus effusus;R1;5;
;Juncus effusus;Juncus effusus;R19;4;
;Juncus effusus;Juncus effusus;R2;5;
;Juncus effusus;Juncus effusus;R3;5;
;Juncus filiformis;Juncus filiformis;R19;1;
;Juncus inflexus;Juncus inflexus;M1a;1;
;Juncus inflexus;Juncus inflexus;M1b;1;
;Juncus inflexus;Juncus inflexus;R19;3;
;Juncus subnodulosus;Juncus subnodulosus;M10;1;
;Juncus subnodulosus;Juncus subnodulosus;M1a;2;
;Juncus subnodulosus;Juncus subnodulosus;M2;2;
;Juncus subnodulosus;Juncus subnodulosus;M8;2;
;Juncus subnodulosus;Juncus subnodulosus;M9;2;
;Juncus subnodulosus;Juncus subnodulosus;R20;2;
;Lemna gibba;Lemna gibba;M11;5;
;Lemna gibba;Lemna gibba;M14;5;
;Lemna gibba;Lemna gibba;M16;5;
;Lemna gibba;Lemna gibba;M1a;5;
;Lemna gibba;Lemna gibba;M1b;5;
;Lemna gibba;Lemna gibba;M2;5;
;Lemna gibba;Lemna gibba;M20;5;
;Lemna gibba;Lemna gibba;M21;5;
;Lemna gibba;Lemna gibba;M21a;5;
;Lemna gibba;Lemna gibba;M21b;5;
;Lemna gibba;Lemna gibba;M25;5;
;Lemna gibba;Lemna gibba;M27;5;
;Lemna gibba;Lemna gibba;M30;5;
;Lemna gibba;Lemna gibba;M5;5;
;Lemna gibba;Lemna gibba;M6a;5;
;Lemna gibba;Lemna gibba;M6b;5;
;Lemna gibba;Lemna gibba;M7a;5;
;Lemna gibba;Lemna gibba;M7b;5;
;Lemna gibba;Lemna gibba;M8;5;
;Lemna gibba;Lemna gibba;M9;5;
;Lemna gibba;Lemna gibba;R19;4;
;Lemna gibba;Lemna gibba;R6;5;
;Lemna minor;Lemna minor;M11;5;
;Lemna minor;Lemna minor;M12;5;
;Lemna minor;Lemna minor;M14;5;
;Lemna minor;Lemna minor;M16;5;
;Lemna minor;Lemna minor;M17;5;
;Lemna minor;Lemna minor;M1a;5;
;Lemna minor;Lemna minor;M1b;5;
;Lemna minor;Lemna minor;M2;5;
;Lemna minor;Lemna minor;M20;5;
;Lemna minor;Lemna minor;M21;5;
;Lemna minor;Lemna minor;M21a;5;
;Lemna minor;Lemna minor;M21b;5;
;Lemna minor;Lemna minor;M22;5;
;Lemna minor;Lemna minor;M23;5;
;Lemna minor;Lemna minor;M25;5;
;Lemna minor;Lemna minor;M27;5;
;Lemna minor;Lemna minor;M30;5;
;Lemna minor;Lemna minor;M31;5;
;Lemna minor;Lemna minor;M5;5;
;Lemna minor;Lemna minor;M6a;5;
;Lemna minor;Lemna minor;M6b;5;
;Lemna minor;Lemna minor;M7a;5;
;Lemna minor;Lemna minor;M7b;5;
;Lemna minor;Lemna minor;M8;5;
;Lemna minor;Lemna minor;M9;5;
;Lemna minor;Lemna minor;R11;5;
;Lemna minor;Lemna minor;R12;5;
;Lemna minor;Lemna minor;R19;4;
;Lemna minor;Lemna minor;R3;5;
;Lemna minor;Lemna minor;R6;5;
;Lemna minor;Lemna minor;R7;5;
;Lemna minor;Lemna minor;R8;5;
;Lemna minuta;Lemna minuta;M1a;5;
;Lemna minuta;Lemna minuta;M1b;5;
;Lemna minuta;Lemna minuta;M2;5;
;Lemna minuta;Lemna minuta;M6a;5;
;Lemna minuta;Lemna minuta;M6b;5;
;Lemna minuta;Lemna minuta;M7a;5;
;Lemna minuta;Lemna minuta;M7b;5;
;Lemna minuta;Lemna minuta;M8;5;
;Lemna minuta;Lemna minuta;M9;5;
;Lemna minuta;Lemna minuta;R19;4;
;Lemna trisulca;Lemna trisulca;M10;4;
;Lemna trisulca;Lemna trisulca;M11;3;
;Lemna trisulca;Lemna trisulca;M12;5;
;Lemna trisulca;Lemna trisulca;M14;3;
;Lemna trisulca;Lemna trisulca;M16;3;
;Lemna trisulca;Lemna trisulca;M17;5;
;Lemna trisulca;Lemna trisulca;M1a;4;
;Lemna trisulca;Lemna trisulca;M1b;4;
;Lemna trisulca;Lemna trisulca;M20;3;
;Lemna trisulca;Lemna trisulca;M21;3;
;Lemna trisulca;Lemna trisulca;M21a;3;
;Lemna trisulca;Lemna trisulca;M21b;3;
;Lemna trisulca;Lemna trisulca;M22;3;
;Lemna trisulca;Lemna trisulca;M23;3;
;Lemna trisulca;Lemna trisulca;M25;3;
;Lemna trisulca;Lemna trisulca;M27;3;
;Lemna trisulca;Lemna trisulca;M3;4;
;Lemna trisulca;Lemna trisulca;M30;3;
;Lemna trisulca;Lemna trisulca;M31;4;
;Lemna trisulca;Lemna trisulca;M5;5;
;Lemna trisulca;Lemna trisulca;M6a;4;
;Lemna trisulca;Lemna trisulca;M6b;4;
;Lemna trisulca;Lemna trisulca;M7a;4;
;Lemna trisulca;Lemna trisulca;M7b;4;
;Lemna trisulca;Lemna trisulca;M8;4;
;Lemna trisulca;Lemna trisulca;R11;4;
;Lemna trisulca;Lemna trisulca;R12;4;
;Lemna trisulca;Lemna trisulca;R19;3;
;Lemna trisulca;Lemna trisulca;R3;3;
;Lemna trisulca;Lemna trisulca;R6;2;
;Lemna trisulca;Lemna trisulca;R7;4;
;Lemna trisulca;Lemna trisulca;R8;4;
;Limosella aquatica;Limosella aquatica;M5;1;
;Limosella aquatica;Limosella aquatica;R19;2;
;Littorella uniflora;Littorella uniflora;M12;1;
;Littorella uniflora;Littorella uniflora;M17;1;
;Littorella uniflora;Littorella uniflora;M2;1;
;Littorella uniflora;Littorella uniflora;M22;1;
;Littorella uniflora;Littorella uniflora;M23;1;
;Littorella uniflora;Littorella uniflora;R11;2;
;Littorella uniflora;Littorella uniflora;R4;2;
;Littorella uniflora;Littorella uniflora;R4a;2;
;Littorella uniflora;Littorella uniflora;R4b;2;
;Lobelia dortmanna;Lobelia dortmanna;M12;1;
;Lobelia dortmanna;Lobelia dortmanna;M17;1;
;Lobelia dortmanna;Lobelia dortmanna;M9;1;
;Lotus pedunculatus;Lotus pedunculatus;R19;2;
;Lotus pedunculatus;Lotus pedunculatus;R20;2;
;Lotus pedunculatus;Lotus pedunculatus;R3;3;
;Ludwigia palustris;Ludwigia palustris;M12;2;
;Ludwigia palustris;Ludwigia palustris;M17;2;
;Ludwigia palustris;Ludwigia palustris;M2;1;
;Ludwigia palustris;Ludwigia palustris;M9;1;
;Ludwigia palustris;Ludwigia palustris;R19;1;
;Ludwigia palustris;Ludwigia palustris;R5;2;
;Luronium natans;Luronium natans;M12;1;
;Luronium natans;Luronium natans;M17;1;
;Luronium natans;Luronium natans;M2;1;
;Luronium natans;Luronium natans;M22;2;
;Luronium natans;Luronium natans;M4;1;
;Luronium natans;Luronium natans;M9;1;
;Luronium natans;Luronium natans;R11;1;
;Luronium natans;Luronium natans;R19;1;
;Luronium natans;Luronium natans;R4;2;
;Luronium natans;Luronium natans;R4a;2;
;Luronium natans;Luronium natans;R4b;2;
;Luronium natans;Luronium natans;R5;1;
;Lychnis flos-cuculi;Lychnis flos-cuculi;R19;2;
;Lycopus europaeus;Lycopus europaeus;M1a;3;
;Lycopus europaeus;Lycopus europaeus;M6a;3;
;Lycopus europaeus;Lycopus europaeus;M6b;3;
;Lycopus europaeus;Lycopus europaeus;M7a;3;
;Lycopus europaeus;Lycopus europaeus;M7b;3;
;Lycopus europaeus;Lycopus europaeus;M8;4;
;Lycopus europaeus;Lycopus europaeus;R12;4;
;Lycopus europaeus;Lycopus europaeus;R13;4;
;Lycopus europaeus;Lycopus europaeus;R14;4;
;Lycopus europaeus;Lycopus europaeus;R15;4;
;Lycopus europaeus;Lycopus europaeus;R17;4;
;Lycopus europaeus;Lycopus europaeus;R18;4;
;Lycopus europaeus;Lycopus europaeus;R19;2;
;Lycopus europaeus;Lycopus europaeus;R3;4;
;Lycopus europaeus;Lycopus europaeus;R4;4;
;Lycopus europaeus;Lycopus europaeus;R4a;4;
;Lycopus europaeus;Lycopus europaeus;R4b;4;
;Lycopus europaeus;Lycopus europaeus;R5;4;
;Lycopus europaeus;Lycopus europaeus;R6;3;
;Lycopus europaeus;Lycopus europaeus;R8;4;
;Lysimachia nummularia;Lysimachia nummularia;R1;4;
;Lysimachia nummularia;Lysimachia nummularia;R3;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M10;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M1a;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M1b;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M2;4;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M3;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M4;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M6a;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M6b;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M7a;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M7b;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M8;3;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;M9;4;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R12;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R19;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R20;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R4;4;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R4a;4;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R4b;4;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R6;2;
;Lysimachia thyrsiflora;Lysimachia thyrsiflora;R8;4;
;Lysimachia vulgaris;Lysimachia vulgaris;R12;3;
;Lysimachia vulgaris;Lysimachia vulgaris;R14;4;
;Lysimachia vulgaris;Lysimachia vulgaris;R15;5;
;Lysimachia vulgaris;Lysimachia vulgaris;R18;4;
;Lysimachia vulgaris;Lysimachia vulgaris;R19;2;
;Lysimachia vulgaris;Lysimachia vulgaris;R2;4;
;Lysimachia vulgaris;Lysimachia vulgaris;R3;4;
;Lysimachia vulgaris;Lysimachia vulgaris;R5;3;
;Lysimachia vulgaris;Lysimachia vulgaris;R6;4;
;Lythrum hyssopifolia;Lythrum hyssopifolia;R1;3;
;Lythrum hyssopifolia;Lythrum hyssopifolia;R2;3;
;Lythrum hyssopifolia;Lythrum hyssopifolia;R3;3;
;Lythrum portula;Lythrum portula;M12;3;
;Lythrum portula;Lythrum portula;M17;3;
;Lythrum portula;Lythrum portula;M2;2;
;Lythrum portula;Lythrum portula;M4;2;
;Lythrum portula;Lythrum portula;R1;3;
;Lythrum portula;Lythrum portula;R19;1;
;Lythrum portula;Lythrum portula;R2;3;
;Lythrum portula;Lythrum portula;R3;3;
;Lythrum salicaria;Lythrum salicaria;M10;4;
;Lythrum salicaria;Lythrum salicaria;M1a;4;
;Lythrum salicaria;Lythrum salicaria;M3;4;
;Lythrum salicaria;Lythrum salicaria;M6a;4;
;Lythrum salicaria;Lythrum salicaria;M6b;4;
;Lythrum salicaria;Lythrum salicaria;M7a;4;
;Lythrum salicaria;Lythrum salicaria;M7b;4;
;Lythrum salicaria;Lythrum salicaria;M8;4;
;Lythrum salicaria;Lythrum salicaria;R1;5;
;Lythrum salicaria;Lythrum salicaria;R11;4;
;Lythrum salicaria;Lythrum salicaria;R12;4;
;Lythrum salicaria;Lythrum salicaria;R17;4;
;Lythrum salicaria;Lythrum salicaria;R19;2;
;Lythrum salicaria;Lythrum salicaria;R2;5;
;Lythrum salicaria;Lythrum salicaria;R3;5;
;Lythrum salicaria;Lythrum salicaria;R4;4;
;Lythrum salicaria;Lythrum salicaria;R4a;4;
;Lythrum salicaria;Lythrum salicaria;R4b;4;
;Lythrum salicaria;Lythrum salicaria;R6;5;
;Lythrum salicaria;Lythrum salicaria;R8;3;
;Mentha aquatica;Mentha aquatica;M1a;3;
;Mentha aquatica;Mentha aquatica;M1b;2;
;Mentha aquatica;Mentha aquatica;M2;4;
;Mentha aquatica;Mentha aquatica;M6a;2;
;Mentha aquatica;Mentha aquatica;M6b;2;
;Mentha aquatica;Mentha aquatica;M7a;2;
;Mentha aquatica;Mentha aquatica;M7b;2;
;Mentha aquatica;Mentha aquatica;M8;3;
;Mentha aquatica;Mentha aquatica;R1;4;
;Mentha aquatica;Mentha aquatica;R11;3;
;Mentha aquatica;Mentha aquatica;R12;3;
;Mentha aquatica;Mentha aquatica;R13;3;
;Mentha aquatica;Mentha aquatica;R17;3;
;Mentha aquatica;Mentha aquatica;R19;2;
;Mentha aquatica;Mentha aquatica;R2;4;
;Mentha aquatica;Mentha aquatica;R3;3;
;Mentha aquatica;Mentha aquatica;R5;2;
;Mentha aquatica;Mentha aquatica;R6;3;
;Mentha aquatica;Mentha aquatica;R7;3;
;Mentha aquatica;Mentha aquatica;R8;3;
;Mentha pulegium;Mentha pulegium;R19;2;
;Menyanthes trifoliata;Menyanthes trifoliata;M8;1;
;Menyanthes trifoliata;Menyanthes trifoliata;M9;2;
;Menyanthes trifoliata;Menyanthes trifoliata;R20;2;
;Montia fontana;Montia fontana;R1;1;
;Montia fontana;Montia fontana;R11;1;
;Montia fontana;Montia fontana;R13;2;
;Montia fontana;Montia fontana;R17;2;
;Montia fontana;Montia fontana;R2;1;
;Montia fontana;Montia fontana;R3;2;
;Montia fontana;Montia fontana;R4;1;
;Montia fontana;Montia fontana;R4a;1;
;Montia fontana;Montia fontana;R4b;1;
;Myosotis palustris;Myosotis palustris;R19;3;
;Myosotis palustris;Myosotis palustris;R20;3;
;Myosotis scorpioides;Myosotis scorpioides;R1;3;
;Myosotis scorpioides;Myosotis scorpioides;R11;3;
;Myosotis scorpioides;Myosotis scorpioides;R12;3;
;Myosotis scorpioides;Myosotis scorpioides;R13;4;
;Myosotis scorpioides;Myosotis scorpioides;R14;3;
;Myosotis scorpioides;Myosotis scorpioides;R15;3;
;Myosotis scorpioides;Myosotis scorpioides;R16;3;
;Myosotis scorpioides;Myosotis scorpioides;R17;3;
;Myosotis scorpioides;Myosotis scorpioides;R18;3;
;Myosotis scorpioides;Myosotis scorpioides;R2;3;
;Myosotis scorpioides;Myosotis scorpioides;R3;3;
;Myosotis scorpioides;Myosotis scorpioides;R4;4;
;Myosotis scorpioides;Myosotis scorpioides;R4a;4;
;Myosotis scorpioides;Myosotis scorpioides;R4b;4;
;Myosotis scorpioides;Myosotis scorpioides;R5;3;
;Myosotis scorpioides;Myosotis scorpioides;R6;3;
;Myosotis scorpioides;Myosotis scorpioides;R7;3;
;Myosotis scorpioides;Myosotis scorpioides;R8;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M1a;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M6a;2;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M6b;2;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M7a;2;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M7b;2;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;M8;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R1;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R11;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R12;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R13;4;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R14;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R15;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R16;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R17;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R18;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R2;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R3;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R4;4;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R4a;4;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R4b;4;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R5;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R6;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R7;3;
;Myosotis scorpioides ssp. scorpioides;Myosotis scorpioides;R8;3;
;Myrica gale;Myrica gale;M12;3;
;Myrica gale;Myrica gale;M13;3;
;Myrica gale;Myrica gale;M17;3;
;Myrica gale;Myrica gale;M18;3;
;Myrica gale;Myrica gale;R2;3;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M12;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M17;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M1a;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M2;2;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M22;2;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M23;2;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M4;2;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;M9;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R12;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R13;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R14;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R2;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R4;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R4a;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R4b;1;
;Myriophyllum alterniflorum;Myriophyllum alterniflorum;R5;1;
;Myriophyllum spicatum;Myriophyllum spicatum;M10;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M11;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M14;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M16;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M1a;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M1b;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M20;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M21;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M21a;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M21b;3;
;Myriophyllum spicatum;Myriophyllum spicatum;M23;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M25;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M27;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M3;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M5;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M6a;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M6b;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M7a;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M7b;4;
;Myriophyllum spicatum;Myriophyllum spicatum;M8;4;
;Myriophyllum spicatum;Myriophyllum spicatum;R19;3;
;Myriophyllum spicatum;Myriophyllum spicatum;R5;2;
;Myriophyllum spicatum;Myriophyllum spicatum;R6;5;
;Myriophyllum spicatum;Myriophyllum spicatum;R7;4;
;Myriophyllum spicatum;Myriophyllum spicatum;R8;4;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M10;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M11;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M14;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M16;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M1a;1;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M20;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M21;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M21a;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M21b;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M25;3;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M27;3;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M3;3;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M5;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M6a;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M6b;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M7a;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M7b;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M8;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;M9;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R12;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R15;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R16;4;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R18;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R19;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R3;1;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R5;4;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R6;2;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R7;3;
;Myriophyllum verticillatum;Myriophyllum verticillatum;R8;2;
;Najas marina;Najas marina;M10;1;
;Najas marina;Najas marina;M11;2;
;Najas marina;Najas marina;M14;2;
;Najas marina;Najas marina;M16;2;
;Najas marina;Najas marina;M1a;1;
;Najas marina;Najas marina;M1b;1;
;Najas marina;Najas marina;M20;2;
;Najas marina;Najas marina;M21;2;
;Najas marina;Najas marina;M21a;2;
;Najas marina;Najas marina;M21b;2;
;Najas marina;Najas marina;M25;2;
;Najas marina;Najas marina;M27;2;
;Najas marina;Najas marina;M30;1;
;Najas marina;Najas marina;M5;2;
;Narthecium ossifragum;Narthecium ossifragum;M13;3;
;Narthecium ossifragum;Narthecium ossifragum;M18;3;
;Narthecium ossifragum;Narthecium ossifragum;M26;1;
;Narthecium ossifragum;Narthecium ossifragum;R1;1;
;Narthecium ossifragum;Narthecium ossifragum;R3;1;
;Nasturtium microphyllum;Nasturtium microphyllum;M1a;3;
;Nasturtium microphyllum;Nasturtium microphyllum;M2;3;
;Nasturtium microphyllum;Nasturtium microphyllum;M4;3;
;Nasturtium microphyllum;Nasturtium microphyllum;M8;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R12;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R14;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R15;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R16;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R17;2;
;Nasturtium microphyllum;Nasturtium microphyllum;R18;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R19;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R2;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R3;3;
;Nasturtium microphyllum;Nasturtium microphyllum;R4;4;
;Nasturtium microphyllum;Nasturtium microphyllum;R4a;4;
;Nasturtium microphyllum;Nasturtium microphyllum;R4b;4;
;Nasturtium microphyllum;Nasturtium microphyllum;R5;4;
;Nasturtium officinale;Nasturtium officinale;M1a;3;
;Nasturtium officinale;Nasturtium officinale;M8;3;
